Date,Country,City,Specie,count,min,max,median,variance
2024-05-12,RO,Ploieşti,humidity,24,50.2,96.0,75.2,1656.36
2024-06-13,RO,Ploieşti,humidity,24,23.0,97.0,57.5,4597.83
2024-07-03,RO,Ploieşti,humidity,24,45.5,100.0,70.5,4581.23
2024-08-09,RO,Ploieşti,humidity,24,30.0,87.6,60.0,2686.61
2024-08-17,RO,Ploieşti,humidity,28,16.0,87.1,27.5,4399.47
2024-10-29,RO,Ploieşti,humidity,120,48.0,100.0,81.0,3713.1
2024-04-23,RO,Ploieşti,humidity,24,92.8,100.0,100.0,55.43
2024-10-31,RO,Ploieşti,humidity,120,39.8,98.6,66.8,4691.93
2024-12-06,RO,Ploieşti,humidity,90,88.4,97.9,93.0,120.41
2024-08-08,RO,Ploieşti,humidity,24,26.0,89.1,51.9,4728.49
2024-05-11,RO,Ploieşti,humidity,24,29.7,94.6,54.2,4162.74
2024-06-26,RO,Ploieşti,humidity,24,24.0,56.0,37.3,1180.89
2024-07-01,RO,Ploieşti,humidity,24,15.0,66.0,26.0,3075.48
2024-11-24,RO,Ploieşti,humidity,120,31.5,87.2,66.5,2553.72
2024-04-15,RO,Ploieşti,humidity,24,19.5,90.0,49.0,5204.76
2024-08-03,RO,Ploieşti,humidity,24,19.5,62.0,36.0,1397.45
2024-09-21,RO,Ploieşti,humidity,96,19.0,70.5,38.1,2606.49
2024-09-30,RO,Ploieşti,humidity,96,53.0,100.0,86.4,2530.39
2024-10-02,RO,Ploieşti,humidity,96,33.0,97.3,72.8,3515.29
2024-10-09,RO,Ploieşti,humidity,120,36.9,100.0,62.8,5510.95
2024-12-01,RO,Ploieşti,humidity,120,78.1,97.2,86.0,455.25
2024-02-29,RO,Ploieşti,humidity,48,90.0,100.0,100.0,117.76
2024-02-01,RO,Ploieşti,humidity,48,55.0,100.0,89.0,2822.67
2024-04-04,RO,Ploieşti,humidity,24,27.0,87.0,53.0,3308.75
2024-05-01,RO,Ploieşti,humidity,24,29.8,92.0,46.2,4091.03
2024-05-04,RO,Ploieşti,humidity,24,37.5,100.0,67.5,5879.23
2024-06-21,RO,Ploieşti,humidity,24,28.0,76.1,40.5,2304.35
2024-09-08,RO,Ploieşti,humidity,96,12.0,63.5,31.0,2708.89
2024-11-22,RO,Ploieşti,humidity,120,72.5,98.5,86.0,681.92
2024-01-04,RO,Ploieşti,humidity,48,66.5,100.0,93.0,1356.8
2024-09-04,RO,Ploieşti,humidity,78,17.5,61.0,34.5,1475.42
2024-11-01,RO,Ploieşti,humidity,120,44.3,99.3,71.8,3767.17
2024-01-22,RO,Ploieşti,humidity,48,62.4,100.0,90.0,1267.84
2024-04-18,RO,Ploieşti,humidity,24,70.5,100.0,96.5,765.4
2024-03-04,RO,Ploieşti,humidity,48,44.4,89.1,73.5,2500.17
2024-06-08,RO,Ploieşti,humidity,20,42.6,100.0,73.0,3342.84
2024-08-15,RO,Ploieşti,humidity,24,29.8,75.0,50.0,1904.3
2024-02-15,RO,Ploieşti,humidity,48,42.3,100.0,70.0,4672.56
2024-06-19,RO,Ploieşti,humidity,24,22.5,75.0,42.0,3832.83
2024-07-12,RO,Ploieşti,humidity,24,9.5,67.2,33.7,4015.44
2024-08-06,RO,Ploieşti,humidity,24,62.0,98.7,77.0,851.26
2024-08-31,RO,Ploieşti,humidity,96,15.6,64.9,38.5,2618.7
2024-09-18,RO,Ploieşti,humidity,96,47.5,87.0,72.0,1011.47
2024-10-17,RO,Ploieşti,humidity,120,33.6,94.6,66.6,4268.67
2024-12-03,RO,Ploieşti,humidity,120,77.9,99.3,84.4,520.67
2024-03-06,RO,Ploieşti,humidity,46,57.0,100.0,75.0,1974.25
2024-02-24,RO,Ploieşti,humidity,48,32.0,89.5,64.0,3780.1
2024-03-29,RO,Ploieşti,humidity,24,29.0,93.0,56.5,4504.4
2024-04-29,RO,Ploieşti,humidity,24,30.3,85.9,62.1,4569.07
2024-06-09,RO,Ploieşti,humidity,22,34.0,95.6,68.0,3694.7
2024-09-14,RO,Ploieşti,humidity,96,66.0,100.0,95.1,1690.53
2024-10-19,RO,Ploieşti,humidity,120,36.0,89.9,72.0,2826.42
2024-10-25,RO,Ploieşti,humidity,120,49.6,100.0,89.0,3464.31
2024-02-18,RO,Ploieşti,humidity,48,75.0,100.0,98.5,587.17
2024-05-16,RO,Ploieşti,humidity,24,21.5,87.0,38.0,6383.26
2024-03-10,RO,Ploieşti,humidity,48,25.7,100.0,65.5,6621.13
2024-05-31,RO,Ploieşti,humidity,24,24.5,100.0,50.5,9375.27
2024-06-01,RO,Ploieşti,humidity,24,26.0,79.5,43.0,2640.85
2024-06-22,RO,Ploieşti,humidity,24,23.0,81.1,44.0,3420.23
2024-10-27,RO,Ploieşti,humidity,120,22.5,100.0,68.6,8309.15
2024-01-31,RO,Ploieşti,humidity,48,48.0,100.0,80.7,2532.2
2024-05-17,RO,Ploieşti,humidity,24,39.5,76.0,52.0,1059.1
2024-05-27,RO,Ploieşti,humidity,22,30.5,68.8,46.6,1243.88
2024-06-04,RO,Ploieşti,humidity,24,33.0,100.0,61.1,4169.59
2024-08-28,RO,Ploieşti,humidity,96,30.0,96.9,49.0,5061.66
2024-05-15,RO,Ploieşti,humidity,24,35.9,72.9,52.7,1785.54
2024-05-02,RO,Ploieşti,humidity,24,37.5,83.4,53.5,2626.34
2024-05-05,RO,Ploieşti,humidity,24,33.0,97.9,68.1,4932.28
2024-05-28,RO,Ploieşti,humidity,22,43.8,96.8,68.5,2596.88
2024-06-12,RO,Ploieşti,humidity,24,28.5,72.0,41.5,1862.5
2024-08-11,RO,Ploieşti,humidity,24,21.5,72.0,38.5,2344.63
2024-11-28,RO,Ploieşti,humidity,120,61.0,100.0,93.0,1805.63
2024-02-22,RO,Ploieşti,humidity,46,48.1,100.0,76.3,3729.13
2024-06-18,RO,Ploieşti,humidity,24,35.0,83.9,55.3,1706.88
2024-08-16,RO,Ploieşti,humidity,24,24.0,83.4,49.0,3306.17
2024-08-27,RO,Ploieşti,humidity,96,33.0,79.1,59.0,1751.77
2024-09-22,RO,Ploieşti,humidity,96,24.5,81.0,49.0,4101.15
2024-01-07,RO,Ploieşti,humidity,48,64.1,100.0,93.4,1594.74
2024-07-21,RO,Ploieşti,humidity,24,39.0,100.0,62.5,4604.78
2024-09-05,RO,Ploieşti,humidity,96,20.0,87.0,49.8,5401.69
2024-10-28,RO,Ploieşti,humidity,120,44.4,96.5,70.0,3579.16
2024-11-07,RO,Ploieşti,humidity,120,22.0,96.3,56.9,6471.93
2024-05-14,RO,Ploieşti,humidity,24,22.0,78.0,34.0,3261.41
2024-03-23,RO,Ploieşti,humidity,48,28.0,100.0,51.5,7418.78
2024-04-25,RO,Ploieşti,humidity,24,58.8,100.0,79.4,1404.04
2024-06-07,RO,Ploieşti,humidity,24,22.0,76.3,47.3,3330.34
2024-07-14,RO,Ploieşti,humidity,24,19.8,71.5,30.8,3127.38
2024-09-11,RO,Ploieşti,humidity,96,87.5,100.0,98.8,91.12
2024-10-06,RO,Ploieşti,humidity,119,66.0,100.0,98.7,1423.83
2024-01-15,RO,Ploieşti,humidity,48,50.0,95.5,87.1,1603.12
2024-01-20,RO,Ploieşti,humidity,48,90.0,100.0,100.0,76.78
2024-07-30,RO,Ploieşti,humidity,24,20.2,50.4,30.1,821.9
2024-09-13,RO,Ploieşti,humidity,96,45.6,100.0,81.1,3521.19
2024-01-13,RO,Ploieşti,humidity,48,61.5,100.0,89.0,1210.87
2024-07-22,RO,Ploieşti,humidity,24,34.0,100.0,71.0,5281.23
2024-08-13,RO,Ploieşti,humidity,24,20.5,74.5,42.6,2977.64
2024-10-16,RO,Ploieşti,humidity,120,39.5,88.5,70.6,1462.95
2024-02-23,RO,Ploieşti,humidity,44,27.0,95.7,55.5,5413.99
2024-06-24,RO,Ploieşti,humidity,24,31.0,90.0,53.0,3574.59
2024-07-13,RO,Ploieşti,humidity,24,12.5,60.8,28.5,2102.49
2024-07-25,RO,Ploieşti,humidity,24,48.7,100.0,83.2,3055.63
2024-08-22,RO,Ploieşti,humidity,90,16.0,67.3,47.9,1642.63
2024-08-23,RO,Ploieşti,humidity,92,27.0,96.2,52.4,4280.66
2024-09-03,RO,Ploieşti,humidity,72,13.0,69.5,29.0,4043.69
2024-03-28,RO,Ploieşti,humidity,24,36.0,100.0,81.5,5277.71
2024-08-02,RO,Ploieşti,humidity,23,13.0,77.2,36.2,4533.37
2024-11-09,RO,Ploieşti,humidity,120,73.4,95.6,82.1,460.71
2024-05-26,RO,Ploieşti,humidity,21,16.9,66.4,41.6,3501.77
2024-02-09,RO,Ploieşti,humidity,48,36.8,89.7,72.5,3254.68
2024-03-05,RO,Ploieşti,humidity,46,63.1,100.0,79.1,844.28
2024-03-25,RO,Ploieşti,humidity,47,34.1,100.0,90.0,3446.3
2024-06-15,RO,Ploieşti,humidity,24,30.0,100.0,48.0,8678.65
2024-09-07,RO,Ploieşti,humidity,96,17.5,68.0,30.0,3279.21
2024-01-23,RO,Ploieşti,humidity,48,87.6,100.0,100.0,220.11
2024-02-21,RO,Ploieşti,humidity,44,43.5,97.2,83.3,3319.31
2024-03-11,RO,Ploieşti,humidity,48,60.9,93.0,73.1,975.97
2024-03-24,RO,Ploieşti,humidity,48,31.5,100.0,63.5,5181.98
2024-04-07,RO,Ploieşti,humidity,24,36.0,100.0,71.5,5319.67
2024-04-16,RO,Ploieşti,humidity,24,29.0,79.0,51.0,2908.75
2024-04-17,RO,Ploieşti,humidity,24,47.5,100.0,82.0,2623.84
2024-04-27,RO,Ploieşti,humidity,24,40.0,96.0,73.5,4020.03
2024-02-07,RO,Ploieşti,humidity,48,36.5,89.5,66.0,2959.5
2024-05-13,RO,Ploieşti,humidity,24,21.0,100.0,44.0,7761.28
2024-06-25,RO,Ploieşti,humidity,24,29.0,100.0,47.0,8985.01
2024-07-09,RO,Ploieşti,humidity,23,14.5,56.0,30.0,1107.95
2024-07-18,RO,Ploieşti,humidity,24,18.5,59.0,41.0,1788.03
2024-07-26,RO,Ploieşti,humidity,24,31.8,100.0,52.9,7657.07
2024-11-10,RO,Ploieşti,humidity,120,67.3,100.0,89.9,793.81
2024-11-15,RO,Ploieşti,humidity,120,51.8,100.0,96.5,3769.74
2024-05-08,RO,Ploieşti,humidity,24,55.0,100.0,65.0,2596.58
2024-11-25,RO,Ploieşti,humidity,120,46.7,83.0,64.9,1057.83
2024-11-19,RO,Ploieşti,humidity,120,38.5,100.0,100.0,4026.96
2024-02-20,RO,Ploieşti,humidity,48,44.5,97.8,74.1,2917.74
2024-03-26,RO,Ploieşti,humidity,24,29.2,92.9,59.0,5719.9
2024-04-11,RO,Ploieşti,humidity,24,26.6,93.0,51.8,3362.52
2024-04-26,RO,Ploieşti,humidity,24,53.5,94.8,83.9,1840.37
2024-11-27,RO,Ploieşti,humidity,120,63.0,100.0,86.0,996.85
2024-02-08,RO,Ploieşti,humidity,48,37.5,100.0,72.5,4044.72
2024-04-05,RO,Ploieşti,humidity,24,31.0,93.0,53.0,4798.8
2024-05-06,RO,Ploieşti,humidity,24,29.0,100.0,62.2,7380.37
2024-09-09,RO,Ploieşti,humidity,96,17.0,67.5,37.0,2117.66
2024-10-18,RO,Ploieşti,humidity,120,44.7,97.2,72.5,4112.69
2024-12-05,RO,Ploieşti,humidity,120,70.0,100.0,88.5,565.26
2024-02-06,RO,Ploieşti,humidity,48,24.0,93.7,59.8,6633.25
2024-07-15,RO,Ploieşti,humidity,24,10.5,49.0,24.0,1714.63
2024-08-07,RO,Ploieşti,humidity,24,32.0,100.0,58.0,8042.49
2024-08-30,RO,Ploieşti,humidity,96,28.0,90.9,60.1,3983.34
2024-10-21,RO,Ploieşti,humidity,120,34.5,100.0,78.8,4904.74
2024-01-19,RO,Ploieşti,humidity,48,71.8,100.0,97.9,761.34
2024-11-03,RO,Ploieşti,humidity,120,28.0,69.0,36.0,1411.27
2024-11-04,RO,Ploieşti,humidity,120,18.4,94.9,48.5,7275.34
2024-11-06,RO,Ploieşti,humidity,120,29.0,95.6,75.3,5982.58
2024-03-22,RO,Ploieşti,humidity,48,44.0,100.0,81.0,4317.12
2024-04-08,RO,Ploieşti,humidity,24,34.0,100.0,61.0,6007.33
2024-10-30,RO,Ploieşti,humidity,120,45.0,100.0,87.0,3186.24
2024-11-16,RO,Ploieşti,humidity,120,42.5,100.0,100.0,4708.29
2024-01-01,RO,Ploieşti,humidity,48,47.7,100.0,82.7,3314.43
2024-06-10,RO,Ploieşti,humidity,24,26.0,94.5,57.1,5025.71
2024-06-06,RO,Ploieşti,humidity,24,30.0,87.6,54.7,3821.82
2024-08-21,RO,Ploieşti,humidity,48,17.7,57.4,39.2,2037.05
2024-10-12,RO,Ploieşti,humidity,120,61.5,99.4,95.0,1032.46
2024-02-05,RO,Ploieşti,humidity,48,37.0,89.5,71.0,2690.2
2024-01-27,RO,Ploieşti,humidity,48,80.0,100.0,93.0,623.17
2024-02-10,RO,Ploieşti,humidity,48,37.5,84.4,68.5,3063.14
2024-02-25,RO,Ploieşti,humidity,48,64.0,93.0,82.0,489.56
2024-03-15,RO,Ploieşti,humidity,40,76.2,98.6,88.9,459.24
2024-04-14,RO,Ploieşti,humidity,24,32.0,87.0,52.5,4218.04
2024-01-06,RO,Ploieşti,humidity,48,43.6,91.5,71.4,1677.63
2024-05-22,RO,Ploieşti,humidity,22,36.8,85.0,59.7,2329.87
2024-08-10,RO,Ploieşti,humidity,24,29.0,100.0,40.5,7067.61
2024-11-17,RO,Ploieşti,humidity,120,51.0,100.0,96.5,3061.73
2024-02-02,RO,Ploieşti,humidity,48,83.0,100.0,93.0,330.36
2024-07-02,RO,Ploieşti,humidity,24,22.0,100.0,38.0,4986.79
2024-07-16,RO,Ploieşti,humidity,24,15.0,91.0,44.0,5938.24
2024-04-21,RO,Ploieşti,humidity,24,29.8,97.9,64.9,5291.54
2024-05-25,RO,Ploieşti,humidity,23,13.8,60.1,42.5,1677.5
2024-06-05,RO,Ploieşti,humidity,24,27.3,97.4,43.8,5408.79
2024-11-20,RO,Ploieşti,humidity,120,49.9,100.0,76.0,3173.65
2024-02-26,RO,Ploieşti,humidity,48,57.0,100.0,84.0,2138.74
2024-07-17,RO,Ploieşti,humidity,24,17.0,83.0,34.0,6412.28
2024-08-19,RO,Ploieşti,humidity,48,16.5,67.0,42.8,2583.53
2024-10-22,RO,Ploieşti,humidity,120,26.0,100.0,81.8,8057.89
2024-10-26,RO,Ploieşti,humidity,120,41.1,100.0,88.0,5039.26
2024-05-24,RO,Ploieşti,humidity,22,19.9,74.7,35.1,4728.08
2024-03-02,RO,Ploieşti,humidity,48,46.5,96.5,72.5,2656.22
2024-06-28,RO,Ploieşti,humidity,24,15.0,76.6,39.8,3858.7
2024-06-29,RO,Ploieşti,humidity,24,22.0,76.0,40.8,2614.6
2024-09-01,RO,Ploieşti,humidity,95,22.6,63.2,43.4,1629.39
2024-10-11,RO,Ploieşti,humidity,120,44.0,96.1,74.8,2984.16
2024-11-23,RO,Ploieşti,humidity,120,36.9,94.0,60.1,3215.3
2024-01-08,RO,Ploieşti,humidity,48,82.2,100.0,98.6,363.92
2024-05-30,RO,Ploieşti,humidity,23,45.5,98.7,72.6,3098.78
2024-07-20,RO,Ploieşti,humidity,24,23.0,85.5,37.0,5098.08
2024-08-18,RO,Ploieşti,humidity,48,14.0,42.5,26.0,817.16
2024-09-20,RO,Ploieşti,humidity,96,16.5,69.7,36.7,2861.04
2024-09-27,RO,Ploieşti,humidity,96,23.5,96.5,61.5,6557.41
2024-05-23,RO,Ploieşti,humidity,23,38.6,80.8,63.9,1592.22
2024-01-17,RO,Ploieşti,humidity,48,42.5,100.0,68.0,4596.52
2024-03-12,RO,Ploieşti,humidity,48,82.5,100.0,96.0,235.65
2024-04-28,RO,Ploieşti,humidity,24,31.0,100.0,53.0,7182.6
2024-07-11,RO,Ploieşti,humidity,24,12.5,82.0,34.0,5964.53
2024-08-05,RO,Ploieşti,humidity,24,29.0,79.5,47.0,3122.54
2024-09-06,RO,Ploieşti,humidity,94,41.2,91.7,58.8,2058.0
2024-01-14,RO,Ploieşti,humidity,48,57.5,100.0,86.0,2301.91
2024-01-25,RO,Ploieşti,humidity,48,70.0,100.0,93.0,1115.73
2024-04-03,RO,Ploieşti,humidity,24,27.0,90.0,58.0,4147.39
2024-06-03,RO,Ploieşti,humidity,24,25.5,83.7,55.7,3757.17
2024-09-29,RO,Ploieşti,humidity,96,56.7,100.0,90.9,2068.97
2024-10-07,RO,Ploieşti,humidity,120,49.5,100.0,81.0,3369.91
2024-10-20,RO,Ploieşti,humidity,120,45.0,97.8,82.0,3092.23
2024-11-26,RO,Ploieşti,humidity,120,62.1,97.1,87.2,1157.07
2024-01-24,RO,Ploieşti,humidity,48,93.2,100.0,100.0,64.06
2024-08-26,RO,Ploieşti,humidity,96,21.0,68.5,53.0,2124.5
2024-11-05,RO,Ploieşti,humidity,120,44.8,96.4,77.6,3385.86
2024-03-21,RO,Ploieşti,humidity,48,51.5,100.0,93.0,1659.93
2024-03-01,RO,Ploieşti,humidity,48,73.5,100.0,87.0,980.14
2024-06-11,RO,Ploieşti,humidity,24,19.5,87.5,40.0,6162.74
2024-06-14,RO,Ploieşti,humidity,24,58.5,100.0,82.5,2368.58
2024-10-04,RO,Ploieşti,humidity,102,53.1,96.5,76.5,1113.68
2024-02-13,RO,Ploieşti,humidity,48,73.5,100.0,96.5,882.27
2024-03-07,RO,Ploieşti,humidity,48,44.5,89.5,65.0,2424.53
2024-03-16,RO,Ploieşti,humidity,46,52.7,96.6,80.4,1928.96
2024-04-19,RO,Ploieşti,humidity,24,36.5,100.0,68.0,4515.96
2024-07-06,RO,Ploieşti,humidity,24,20.0,71.5,31.0,2959.93
2024-08-04,RO,Ploieşti,humidity,24,32.5,91.0,56.5,2814.76
2024-09-12,RO,Ploieşti,humidity,96,47.0,100.0,82.0,3347.88
2024-01-02,RO,Ploieşti,humidity,48,39.6,100.0,86.9,3691.65
2024-09-10,RO,Ploieşti,humidity,96,38.0,58.5,51.9,287.01
2024-06-17,RO,Ploieşti,humidity,24,25.0,91.9,46.5,4953.99
2024-02-14,RO,Ploieşti,humidity,48,47.5,100.0,83.9,4001.35
2024-02-27,RO,Ploieşti,humidity,48,22.9,93.0,72.3,6232.94
2024-03-09,RO,Ploieşti,humidity,48,43.3,89.0,75.2,2615.47
2024-04-09,RO,Ploieşti,humidity,24,33.0,98.6,56.0,6300.78
2024-05-10,RO,Ploieşti,humidity,24,25.3,70.0,38.4,2723.57
2024-05-21,RO,Ploieşti,humidity,24,29.0,96.0,47.5,6336.63
2024-09-15,RO,Ploieşti,humidity,92,33.4,100.0,78.7,6124.2
2024-01-12,RO,Ploieşti,humidity,48,57.4,100.0,74.2,1893.63
2024-03-20,RO,Ploieşti,humidity,48,36.0,100.0,73.0,6150.69
2024-06-16,RO,Ploieşti,humidity,24,25.0,82.0,42.5,4029.33
2024-07-19,RO,Ploieşti,humidity,24,37.5,100.0,66.3,3859.4
2024-07-31,RO,Ploieşti,humidity,23,16.0,78.6,38.5,3045.38
2024-10-08,RO,Ploieşti,humidity,120,40.7,99.3,75.2,4441.88
2024-10-23,RO,Ploieşti,humidity,120,37.3,100.0,81.9,6476.37
2024-11-29,RO,Ploieşti,humidity,120,89.9,100.0,97.3,80.36
2024-01-26,RO,Ploieşti,humidity,48,54.7,100.0,77.8,1556.4
2024-04-22,RO,Ploieşti,humidity,24,64.0,100.0,93.0,1309.06
2024-11-11,RO,Ploieşti,humidity,120,75.0,100.0,83.0,810.32
2024-11-13,RO,Ploieşti,humidity,120,85.0,100.0,99.3,258.61
2024-03-27,RO,Ploieşti,humidity,24,60.0,100.0,87.0,1340.97
2024-02-12,RO,Ploieşti,humidity,48,68.5,100.0,90.1,1058.01
2024-02-28,RO,Ploieşti,humidity,48,58.0,100.0,84.6,1311.02
2024-04-02,RO,Ploieşti,humidity,24,23.0,100.0,49.0,6451.23
2024-07-10,RO,Ploieşti,humidity,24,24.3,58.4,39.6,1313.13
2024-07-29,RO,Ploieşti,humidity,24,28.0,83.3,43.5,3683.28
2024-09-25,RO,Ploieşti,humidity,96,30.0,100.0,56.0,5246.0
2024-11-14,RO,Ploieşti,humidity,120,66.4,100.0,91.7,1315.15
2024-02-04,RO,Ploieşti,humidity,48,60.0,100.0,83.0,1918.05
2024-03-14,RO,Ploieşti,humidity,48,86.5,98.6,94.6,133.17
2024-06-02,RO,Ploieşti,humidity,24,19.5,88.0,42.0,5644.35
2024-06-30,RO,Ploieşti,humidity,24,16.0,84.0,35.6,4665.46
2024-07-28,RO,Ploieşti,humidity,24,27.6,84.2,46.5,4151.06
2024-09-16,RO,Ploieşti,humidity,96,33.5,95.4,73.5,3681.53
2024-09-19,RO,Ploieşti,humidity,96,54.2,98.7,77.9,1745.0
2024-10-03,RO,Ploieşti,humidity,96,37.5,93.0,77.0,3538.76
2024-02-16,RO,Ploieşti,humidity,48,45.2,93.0,74.2,2088.9
2024-10-13,RO,Ploieşti,humidity,115,50.0,98.7,92.4,2224.78
2024-10-10,RO,Ploieşti,humidity,120,38.0,100.0,78.9,5059.38
2024-03-19,RO,Ploieşti,humidity,48,78.0,100.0,89.5,437.22
2024-04-01,RO,Ploieşti,humidity,24,29.0,96.5,59.0,6568.26
2024-08-12,RO,Ploieşti,humidity,24,25.0,63.7,47.0,1668.9
2024-01-29,RO,Ploieşti,humidity,48,57.5,100.0,83.0,1845.25
2024-09-17,RO,Ploieşti,humidity,96,24.5,93.0,57.0,6076.42
2024-08-25,RO,Ploieşti,humidity,96,15.5,52.4,26.1,1799.41
2024-07-08,RO,Ploieşti,humidity,24,14.5,68.0,27.0,3193.04
2024-09-26,RO,Ploieşti,humidity,96,36.5,94.9,72.9,3316.92
2024-01-09,RO,Ploieşti,humidity,48,41.6,100.0,73.0,2947.58
2024-08-14,RO,Ploieşti,humidity,24,26.0,57.0,38.0,909.28
2024-10-14,RO,Ploieşti,humidity,115,43.0,98.7,78.5,3654.42
2024-07-27,RO,Ploieşti,humidity,24,24.0,95.6,47.5,5418.82
2024-03-03,RO,Ploieşti,humidity,48,36.0,93.0,75.0,3458.83
2024-04-20,RO,Ploieşti,humidity,24,41.3,96.5,66.5,3684.94
2024-04-24,RO,Ploieşti,humidity,24,43.5,100.0,78.9,3479.99
2024-05-03,RO,Ploieşti,humidity,24,48.5,100.0,87.0,2902.93
2024-10-01,RO,Ploieşti,humidity,96,38.5,100.0,66.5,4618.53
2024-10-24,RO,Ploieşti,humidity,120,56.0,100.0,70.7,2794.42
2024-11-21,RO,Ploieşti,humidity,120,56.0,100.0,95.9,1578.97
2024-01-16,RO,Ploieşti,humidity,48,31.2,98.6,73.6,5207.09
2024-11-30,RO,Ploieşti,humidity,120,85.2,100.0,100.0,249.25
2024-05-20,RO,Ploieşti,humidity,24,41.4,98.7,59.7,5235.05
2024-01-03,RO,Ploieşti,humidity,48,65.8,96.5,88.3,485.16
2024-02-17,RO,Ploieşti,humidity,48,70.2,98.6,91.9,426.64
2024-09-24,RO,Ploieşti,humidity,96,20.5,72.2,45.2,2854.12
2024-01-28,RO,Ploieşti,humidity,48,56.0,100.0,89.0,1190.62
2024-01-11,RO,Ploieşti,humidity,48,52.3,95.6,88.9,2219.25
2024-03-17,RO,Ploieşti,humidity,44,47.0,100.0,77.7,3498.02
2024-05-07,RO,Ploieşti,humidity,24,24.5,99.3,77.0,7030.62
2024-06-20,RO,Ploieşti,humidity,24,19.0,72.5,50.0,2505.23
2024-07-24,RO,Ploieşti,humidity,24,35.0,95.2,82.9,3288.16
2024-08-29,RO,Ploieşti,humidity,96,36.7,98.2,53.0,2036.53
2024-10-15,RO,Ploieşti,humidity,120,34.5,90.0,66.0,3694.29
2024-01-05,RO,Ploieşti,humidity,48,25.6,96.5,77.5,5952.79
2024-11-18,RO,Ploieşti,humidity,120,58.8,100.0,96.3,1728.69
2024-01-30,RO,Ploieşti,humidity,48,55.0,100.0,83.0,1915.41
2024-07-04,RO,Ploieşti,humidity,24,34.0,100.0,51.0,6378.62
2024-08-20,RO,Ploieşti,humidity,48,17.5,56.2,37.0,1701.88
2024-08-24,RO,Ploieşti,humidity,96,16.0,56.7,26.7,1252.4
2024-09-28,RO,Ploieşti,humidity,96,43.1,93.0,72.3,2108.1
2024-12-02,RO,Ploieşti,humidity,120,70.0,96.5,83.6,433.18
2024-01-18,RO,Ploieşti,humidity,48,64.5,100.0,81.0,1307.98
2024-03-18,RO,Ploieşti,humidity,46,52.0,100.0,81.0,2683.81
2024-03-31,RO,Ploieşti,humidity,23,35.0,96.5,74.5,4673.69
2024-04-10,RO,Ploieşti,humidity,24,23.0,98.0,55.1,7443.08
2024-11-02,RO,Ploieşti,humidity,120,33.5,93.2,58.0,3775.55
2024-11-12,RO,Ploieşti,humidity,120,86.0,100.0,96.5,188.69
2024-01-10,RO,Ploieşti,humidity,48,51.0,100.0,82.0,2589.07
2024-03-13,RO,Ploieşti,humidity,48,85.6,100.0,95.3,232.12
2024-07-23,RO,Ploieşti,humidity,24,30.0,100.0,52.6,6272.02
2024-09-02,RO,Ploieşti,humidity,79,21.5,84.3,40.0,5447.91
2024-02-11,RO,Ploieşti,humidity,48,40.5,84.0,73.5,2550.41
2024-08-01,RO,Ploieşti,humidity,21,20.0,65.8,40.2,2442.92
2024-09-23,RO,Ploieşti,humidity,96,21.0,97.3,59.0,6505.11
2024-04-13,RO,Ploieşti,humidity,24,37.0,77.0,61.0,2579.13
2024-04-12,RO,Ploieşti,humidity,24,37.0,93.0,57.5,3554.11
2024-05-18,RO,Ploieşti,humidity,24,39.5,90.3,59.6,1942.23
2024-06-27,RO,Ploieşti,humidity,24,19.0,78.5,40.7,3656.5
2024-11-08,RO,Ploieşti,humidity,120,22.5,94.9,63.1,6909.71
2024-03-30,RO,Ploieşti,humidity,24,35.5,93.0,59.0,3918.0
2024-05-19,RO,Ploieşti,humidity,24,53.9,100.0,79.1,2456.98
2024-07-05,RO,Ploieşti,humidity,24,21.0,72.0,31.0,3305.36
2024-01-21,RO,Ploieşti,humidity,48,74.8,100.0,89.2,469.97
2024-04-06,RO,Ploieşti,humidity,24,36.5,100.0,67.5,4529.02
2024-05-09,RO,Ploieşti,humidity,24,36.0,73.5,60.0,1955.88
2024-05-29,RO,Ploieşti,humidity,23,55.3,100.0,96.7,1763.93
2024-07-07,RO,Ploieşti,humidity,24,23.9,81.4,36.3,3623.68
2024-10-05,RO,Ploieşti,humidity,118,51.3,100.0,87.9,2131.31
2024-02-19,RO,Ploieşti,humidity,48,53.9,95.2,68.2,1271.09
2024-03-08,RO,Ploieşti,humidity,48,47.4,86.0,70.0,1592.75
2024-04-30,RO,Ploieşti,humidity,24,36.6,71.0,45.7,1425.75
2024-06-23,RO,Ploieşti,humidity,24,16.3,72.8,35.2,3729.57
2024-12-04,RO,Ploieşti,humidity,120,83.0,97.2,94.5,72.08
2024-02-03,RO,Ploieşti,humidity,48,59.0,100.0,93.0,2085.3
2024-08-15,RO,Ploieşti,no2,23,0.5,24.3,7.5,448.24
2024-08-23,RO,Ploieşti,no2,24,2.4,43.6,14.6,1486.48
2024-10-24,RO,Ploieşti,no2,96,3.8,45.6,16.8,651.42
2024-03-09,RO,Ploieşti,no2,47,8.7,41.8,15.8,624.93
2024-04-14,RO,Ploieşti,no2,24,5.3,25.2,10.1,401.98
2024-05-12,RO,Ploieşti,no2,24,3.3,28.5,5.9,372.62
2024-08-09,RO,Ploieşti,no2,23,2.7,22.3,10.3,346.3
2024-08-13,RO,Ploieşti,no2,24,0.5,42.6,15.7,966.01
2024-08-24,RO,Ploieşti,no2,16,0.9,43.3,12.0,1004.91
2024-09-29,RO,Ploieşti,no2,72,0.6,14.2,7.1,153.92
